title,genres,runtime,vote_average,vote_count,year
Desperately Seeking Susan,['comedy'],104.0,6.0,99,1985
The Emerald Forest,"['action', 'adventure', 'drama']",114.0,7.0,64,1985
Fletch,"['comedy', 'crime', 'mystery']",98.0,6.8,210,1985
Fletch Lives,"['comedy', 'crime', 'mystery']",95.0,5.8,98,1989
Red Sonja,"['adventure', 'fantasy', 'action']",89.0,5.0,211,1985
Gung Ho,"['comedy', 'drama']",111.0,6.2,47,1986
The Money Pit,"['comedy', 'romance']",91.0,6.2,288,1986
A View to a Kill,"['adventure', 'action', 'thriller']",131.0,6.0,515,1985
Lifeforce,"['fantasy', 'horror', 'science fiction', 'thriller']",116.0,6.2,136,1985
Police Academy,"['comedy', 'crime']",96.0,6.5,614,1984
Police Academy 2: Their First Assignment,"['comedy', 'crime']",87.0,5.6,349,1985
Police Academy 3: Back in Training,"['comedy', 'crime']",83.0,5.5,259,1986
Police Academy 4: Citizens on Patrol,"['comedy', 'crime']",88.0,4.9,261,1987
Police Academy 5: Assignment Miami Beach,"['comedy', 'crime']",90.0,4.7,195,1988
Police Academy 6: City Under Siege,"['comedy', 'crime']",84.0,4.7,183,1989
Babe: Pig in the City,"['adventure', 'comedy', 'drama', 'family', 'fantasy']",92.0,5.3,312,1998
Home Fries,"['drama', 'comedy', 'romance']",93.0,4.8,32,1998
Ringmaster,['comedy'],90.0,3.8,13,1998
Very Bad Things,"['comedy', 'crime', 'thriller']",100.0,6.2,182,1998
Steam: The Turkish Bath,['drama'],94.0,6.4,24,1997
Psycho,"['horror', 'mystery', 'thriller']",105.0,4.8,233,1998
Little Voice,"['comedy', 'drama']",97.0,6.6,62,1998
A Simple Plan,"['drama', 'crime', 'thriller']",121.0,6.9,191,1998
Jack Frost,"['comedy', 'family', 'drama', 'fantasy']",101.0,5.5,254,1998
Star Trek: Insurrection,"['science fiction', 'action', 'adventure', 'thriller']",103.0,6.3,402,1998
The Prince of Egypt,"['adventure', 'animation', 'drama', 'family', 'music']",99.0,6.9,847,1998
Rushmore,"['comedy', 'drama']",93.0,7.5,688,1998
Shakespeare in Love,"['romance', 'history']",122.0,6.8,831,1998
Mass Appeal,['drama'],99.0,7.5,3,1984
Miracle on 34th Street,"['drama', 'family']",96.0,7.4,139,2047
Santa Claus: The Movie,"['family', 'fantasy', 'adventure', 'science fiction', 'comedy']",108.0,6.1,58,1985
Prancer,"['drama', 'family', 'fantasy']",99.0,5.7,17,1989
Pale Rider,"['romance', 'western']",115.0,7.0,255,1985
Rambo: First Blood Part II,"['action', 'adventure', 'thriller', 'war']",96.0,6.3,884,1985
First Blood,"['action', 'adventure', 'thriller', 'war']",93.0,7.2,1523,1982
Rambo III,"['action', 'adventure', 'thriller', 'war']",102.0,5.7,703,1988
The Jewel of the Nile,"['action', 'adventure', 'comedy', 'romance']",106.0,6.0,289,1985
Romancing the Stone,"['action', 'adventure', 'comedy', 'romance']",106.0,6.6,477,1984
Cocoon,"['comedy', 'drama', 'science fiction']",117.0,6.5,329,1985
Cocoon: The Return,"['comedy', 'drama', 'science fiction']",116.0,5.4,103,1988
Rocky II,['drama'],119.0,6.9,948,1979
Rocky III,['drama'],99.0,6.6,894,1982
Rocky IV,['drama'],91.0,6.6,984,1985
Rocky V,['drama'],104.0,5.3,688,1990
Clue,"['comedy', 'thriller', 'crime', 'mystery']",94.0,7.1,377,1985
Young Sherlock Holmes,"['action', 'adventure', 'crime', 'drama', 'family', 'mystery', 'thriller']",109.0,6.7,172,1985
Violets Are Blue,[],88.0,2.5,2,1986
Back to School,['comedy'],96.0,6.4,113,1986
Heartburn,"['comedy', 'drama', 'romance']",108.0,5.9,48,1986
Nothing in Common,"['drama', 'comedy', 'romance']",118.0,6.1,30,1986
Extremities,"['drama', 'thriller']",89.0,6.0,13,1986
The Karate Kid,['drama'],126.0,6.9,913,1984
"The Karate Kid, Part II","['adventure', 'drama', 'action', 'romance', 'family']",113.0,5.9,457,1986
"The Karate Kid, Part III","['family', 'adventure']",112.0,5.5,311,1989
National Lampoon's Christmas Vacation,['comedy'],97.0,7.1,668,1989
You've Got Mail,"['comedy', 'romance']",119.0,6.3,859,1998
The General,"['drama', 'action', 'crime']",124.0,6.5,24,1998
The Theory of Flight,['drama'],101.0,6.0,7,1999
The Thin Red Line,"['drama', 'history', 'war']",170.0,7.2,793,1998
The Faculty,"['horror', 'mystery', 'science fiction']",104.0,6.2,500,1998
Mighty Joe Young,"['action', 'adventure', 'family', 'fantasy']",114.0,5.9,208,1998
Mighty Joe Young,"['adventure', 'fantasy', 'drama', 'action', 'science fiction']",94.0,6.7,25,2049
Patch Adams,"['comedy', 'drama']",115.0,7.0,863,1998
Stepmom,"['drama', 'romance']",124.0,6.9,286,1998
A Civil Action,['drama'],115.0,6.1,113,1998
Down in the Delta,['drama'],112.0,6.4,5,1998
Hurlyburly,"['comedy', 'drama']",122.0,5.6,22,1998
Tea with Mussolini,"['comedy', 'drama', 'war']",117.0,5.8,32,1999
Wilde,"['drama', 'history']",118.0,6.7,62,1997
Outside Ozona,"['thriller', 'comedy', 'drama', 'romance']",100.0,6.0,2,1998
Affliction,['drama'],114.0,5.8,56,1997
Another Day in Paradise,"['thriller', 'crime', 'drama']",101.0,6.4,38,1998
The Hi-Lo Country,"['drama', 'action', 'western', 'romance']",114.0,4.7,9,1998
Hilary and Jackie,"['music', 'drama']",121.0,6.5,23,1998
Playing by Heart,['drama'],121.0,6.6,49,1998
24 7: Twenty Four Seven,"['comedy', 'drama', 'romance']",96.0,6.3,10,1997
At First Sight,"['drama', 'romance']",128.0,5.9,49,1999
In Dreams,"['drama', 'thriller']",100.0,5.4,45,1999
Varsity Blues,"['comedy', 'drama', 'romance']",106.0,6.0,126,1999
Virus,"['horror', 'action', 'science fiction']",99.0,5.0,151,1999
The Garbage Pail Kids Movie,"['adventure', 'science fiction', 'comedy']",100.0,3.0,20,1987
Howard the Duck,"['comedy', 'fantasy', 'science fiction']",110.0,5.1,227,1986
The Gate,"['horror', 'fantasy']",85.0,5.9,107,1987
The Gate II: Trespassers,['horror'],93.0,5.3,16,1990
The Boy Who Could Fly,"['drama', 'family', 'fantasy', 'science fiction']",114.0,6.0,36,1986
The Fly,"['drama', 'horror', 'science fiction']",94.0,6.9,129,2058
The Fly,"['horror', 'science fiction']",96.0,7.1,1038,1986
The Fly II,"['horror', 'science fiction', 'thriller']",105.0,5.2,159,1989
Running Scared,"['thriller', 'action', 'comedy', 'crime']",107.0,6.4,58,1986
Armed and Dangerous,"['action', 'comedy', 'crime']",88.0,5.3,46,1986
The Texas Chain Saw Massacre,['horror'],83.0,7.1,617,1974
The Texas Chainsaw Massacre 2,['horror'],101.0,5.8,142,1986
Leatherface: Texas Chainsaw Massacre III,"['horror', 'thriller']",81.0,5.1,75,1990
Texas Chainsaw Massacre: The Next Generation,"['horror', 'comedy', 'thriller']",95.0,3.9,96,1994
Ruthless People,['comedy'],93.0,6.7,104,1986
Trick or Treat,"['horror', 'music']",98.0,5.6,40,1986
Deadly Friend,"['horror', 'science fiction']",91.0,5.9,57,1986
Belizaire the Cajun,"['romance', 'drama', 'history']",103.0,5.0,1,1986
The Name of the Rose,"['drama', 'thriller', 'mystery']",130.0,7.2,739,1986
Jumpin' Jack Flash,"['romance', 'comedy', 'thriller']",100.0,5.9,86,1986
Peggy Sue Got Married,"['comedy', 'drama', 'fantasy', 'romance']",103.0,5.9,138,1986
Crocodile Dundee,"['adventure', 'comedy']",97.0,6.3,512,1986
Crocodile Dundee II,"['adventure', 'comedy']",110.0,5.5,310,1988
Tough Guys,"['comedy', 'crime']",104.0,5.7,41,1986
Soul Man,['comedy'],104.0,5.4,42,1986
The Color of Money,['drama'],119.0,6.7,297,1986
52 Pick-Up,"['crime', 'drama', 'thriller']",110.0,5.8,23,1986
Heartbreak Ridge,"['action', 'comedy', 'drama', 'war']",130.0,6.5,270,1986
Firewalker,"['action', 'adventure', 'comedy']",104.0,5.0,48,1986
¡Three Amigos!,"['comedy', 'western']",102.0,6.3,287,1986
Gloria,"['drama', 'action', 'thriller', 'crime']",108.0,5.5,13,1999
Dry Cleaning,['drama'],97.0,4.7,5,1997
My Name Is Joe,"['drama', 'romance']",105.0,7.1,29,1998
Still Crazy,"['comedy', 'music']",92.0,7.1,35,1998
The Day of the Beast,"['action', 'comedy', 'horror', 'crime']",103.0,6.9,106,1995
Tinseltown,[],0.0,5.0,1,1997
She's All That,"['comedy', 'romance']",95.0,5.7,425,1999
The 24 Hour Woman,"['comedy', 'romance']",93.0,2.0,1,1999
"Blood, Guts, Bullets and Octane","['action', 'comedy', 'thriller']",87.0,6.0,3,1998
Peeping Tom,"['horror', 'thriller']",101.0,7.6,148,2060
Spanish Fly,[],0.0,0.0,0,1998
Payback,"['drama', 'action', 'thriller', 'crime']",100.0,6.7,557,1999
Simply Irresistible,['comedy'],95.0,5.5,52,1999
20 Dates,"['romance', 'comedy']",87.0,3.7,3,1998
Comedian Harmonists,"['music', 'drama']",126.0,6.7,13,1997
The Last Days,"['documentary', 'drama', 'history', 'war']",87.0,7.7,10,1998
Fantastic Planet,"['animation', 'fantasy', 'science fiction']",72.0,7.6,140,1973
Blast from the Past,"['comedy', 'romance']",112.0,6.3,247,1999
Message in a Bottle,"['romance', 'drama']",131.0,5.9,198,1999
My Favorite Martian,"['comedy', 'drama', 'family', 'science fiction']",94.0,5.1,81,1999
"God Said, 'Ha!'",['comedy'],85.0,8.0,1,1998
Jawbreaker,['comedy'],87.0,5.9,93,1999
October Sky,"['drama', 'family']",108.0,7.4,259,1999
Office Space,"['comedy', 'crime']",89.0,7.4,1068,1999
The Apple,['drama'],86.0,7.3,14,1998
200 Cigarettes,"['comedy', 'drama', 'romance']",101.0,6.1,44,1999
8MM,"['thriller', 'crime', 'mystery']",123.0,6.1,479,1999
The Other Sister,"['comedy', 'drama', 'romance']",130.0,6.0,35,1999
Breakfast of Champions,['comedy'],110.0,5.2,28,1999
The Breaks,['comedy'],86.0,5.2,3,1999
Eight Days a Week,"['comedy', 'drama', 'romance']",92.0,6.0,11,1997
Just the Ticket,"['comedy', 'romance']",115.0,5.8,8,1999
The Long Goodbye,"['thriller', 'crime', 'drama', 'mystery']",113.0,7.3,112,1973
The Ballad of Narayama,['drama'],130.0,7.1,32,1983
Pet Sematary,"['drama', 'horror']",103.0,6.4,417,1989
Pet Sematary II,['horror'],100.0,5.0,107,1992
Children of the Corn II: The Final Sacrifice,['horror'],92.0,4.5,50,1993
Children of the Corn III: Urban Harvest,"['thriller', 'horror']",92.0,4.7,50,1995
Christine,['horror'],110.0,6.5,392,1983
Night Shift,['comedy'],106.0,5.9,46,1982
House on Haunted Hill,"['drama', 'horror', 'thriller']",75.0,6.9,102,2059
Airport,"['action', 'drama', 'thriller']",137.0,6.2,89,1970
Airport 1975,"['action', 'adventure', 'drama', 'thriller']",107.0,5.5,79,1974
Airport '77,"['action', 'adventure', 'drama', 'thriller']",114.0,5.8,69,1977
Rollercoaster,"['action', 'thriller']",119.0,5.4,33,1977
The Towering Inferno,"['action', 'thriller']",159.0,7.1,230,1974
Alligator,"['horror', 'science fiction', 'thriller']",91.0,5.6,63,1980
Meteor,"['action', 'science fiction', 'thriller']",107.0,5.1,37,1979
Westworld,"['action', 'adventure', 'drama', 'horror', 'science fiction', 'thriller', 'western']",88.0,6.7,345,1973
Logan's Run,"['adventure', 'action', 'romance', 'science fiction']",119.0,6.6,272,1976
Planet of the Apes,"['science fiction', 'adventure', 'drama', 'action']",112.0,7.5,958,2068
Beneath the Planet of the Apes,"['adventure', 'science fiction', 'mystery']",95.0,6.2,370,1970
Battle for the Planet of the Apes,"['action', 'science fiction']",93.0,5.5,220,1973
Conquest of the Planet of the Apes,"['action', 'science fiction']",88.0,6.1,243,1972
Escape from the Planet of the Apes,"['action', 'science fiction']",98.0,6.3,270,1971
Avalanche,"['action', 'adventure', 'drama']",94.0,3.2,10,1978
Earthquake,"['action', 'drama', 'thriller']",123.0,5.6,76,1974
The Concorde... Airport '79,"['action', 'drama', 'thriller']",123.0,4.7,45,1979
Beyond the Poseidon Adventure,"['action', 'adventure', 'drama']",114.0,5.3,28,1979
The Dancemaker,['documentary'],98.0,7.0,1,1998
Analyze This,"['comedy', 'crime']",103.0,6.4,512,1999
The Corruptor,"['action', 'crime', 'mystery', 'thriller']",110.0,6.1,60,1999
Cruel Intentions,"['drama', 'romance', 'thriller']",97.0,6.6,848,1999
"Lock, Stock and Two Smoking Barrels","['comedy', 'crime']",105.0,7.5,1671,1998
Six Ways to Sunday,['comedy'],97.0,6.1,6,1997
The School of Flesh,"['romance', 'drama', 'mystery']",110.0,5.7,7,1998
Relax... It's Just Sex,['comedy'],110.0,3.7,3,1998
The Deep End of the Ocean,"['drama', 'mystery']",106.0,6.0,58,1999
Harvest,['drama'],96.0,0.0,0,1999
The Rage: Carrie 2,"['horror', 'thriller', 'science fiction']",104.0,5.1,79,1999
Wing Commander,"['action', 'science fiction']",100.0,4.0,75,1999
The Haunting,"['mystery', 'horror', 'thriller']",112.0,7.2,153,2063
Dead Ringers,"['drama', 'horror', 'thriller']",115.0,7.0,176,1988
My Boyfriend's Back,"['comedy', 'romance']",85.0,5.4,22,1993
Village of the Damned,"['horror', 'science fiction']",77.0,7.1,92,2060
Children of the Damned,"['science fiction', 'thriller']",90.0,5.9,24,2064
Baby Geniuses,"['science fiction', 'comedy', 'family']",97.0,3.3,75,1999
Telling You,"['drama', 'comedy', 'romance']",94.0,1.5,2,1998
I Stand Alone,"['drama', 'thriller']",93.0,7.5,99,1998
Forces of Nature,"['romance', 'comedy']",105.0,5.1,141,1999
The King and I,"['animation', 'drama', 'family']",87.0,5.0,23,1999
Ravenous,"['comedy', 'horror', 'thriller', 'western']",100.0,6.8,144,1999
True Crime,"['crime', 'drama']",127.0,6.3,146,1999
Bandits,"['action', 'drama', 'foreign']",110.0,5.4,10,1997
Dangerous Beauty,"['drama', 'romance']",111.0,6.9,59,1998
The Empty Mirror,['drama'],118.0,6.0,1,1996
The King and I,"['drama', 'music', 'romance']",133.0,7.3,103,2056
Doug's 1st Movie,"['animation', 'family', 'comedy']",77.0,5.4,22,1999
Edtv,['comedy'],122.0,5.7,168,1999
The Mod Squad,"['action', 'mystery', 'thriller']",92.0,4.1,37,1999
Among Giants,"['comedy', 'romance']",93.0,4.5,2,1998
A Walk on the Moon,"['drama', 'romance']",107.0,6.2,21,1999
The Matrix,"['action', 'science fiction']",136.0,7.9,9079,1999
10 Things I Hate About You,"['comedy', 'romance', 'drama']",97.0,7.3,1768,1999
Tango,"['drama', 'foreign', 'romance']",115.0,6.8,6,1998
The Out-of-Towners,['comedy'],90.0,5.1,46,1999
The Dreamlife of Angels,"['drama', 'foreign']",113.0,6.9,18,1998
"Love, etc.",[],105.0,6.0,1,1996
Metroland,"['comedy', 'drama']",105.0,6.1,8,1997
The Sticky Fingers of Time,"['science fiction', 'drama']",90.0,4.8,3,1997
Following,"['crime', 'drama', 'thriller']",69.0,7.2,363,1998
Go,"['crime', 'comedy', 'thriller']",98.0,7.0,198,1999
Never Been Kissed,"['romance', 'comedy', 'drama']",107.0,5.8,378,1999
Twin Dragons,"['comedy', 'action']",89.0,6.2,72,1992
Cookie's Fortune,"['comedy', 'drama', 'thriller']",118.0,6.2,35,1999
Foolish,"['comedy', 'drama']",84.0,6.3,3,1999
Lovers of the Arctic Circle,"['drama', 'mystery', 'romance']",112.0,7.1,54,1998
Goodbye Lover,"['thriller', 'comedy', 'crime', 'mystery']",102.0,5.8,11,1998
Life,"['comedy', 'crime']",108.0,6.4,179,1999
Friends & Lovers,"['comedy', 'romance', 'drama']",103.0,5.5,6,1999
Hideous Kinky,"['romance', 'drama']",98.0,6.2,23,1998
Jeanne and the Perfect Guy,['drama'],93.0,4.5,3,1998
The Joyriders,[],0.0,6.0,1,1999
The Monster,['comedy'],112.0,6.8,126,1994
Open Your Eyes,"['drama', 'thriller']",117.0,7.4,211,1997
Photographer,"['tv movie', 'history', 'documentary', 'war']",52.0,0.0,0,1998
SLC Punk,"['crime', 'romance', 'comedy', 'drama', 'music']",97.0,7.3,93,1998
Lost & Found,"['comedy', 'romance']",95.0,4.9,26,1999
Pushing Tin,"['comedy', 'drama']",124.0,5.7,117,1999
Election,['comedy'],99.0,6.7,275,1999
eXistenZ,"['action', 'thriller', 'science fiction', 'horror']",97.0,6.7,487,1999
A Little Bit of Soul,[],84.0,5.0,2,1998
The Mighty Peking Man,"['science fiction', 'action', 'fantasy']",90.0,4.8,12,1977
Nô,"['drama', 'foreign']",85.0,7.0,1,1998
Let It Come Down: The Life of Paul Bowles,['documentary'],75.0,0.0,0,1999
Entrapment,"['romance', 'drama', 'mystery']",112.0,6.0,613,1999
Idle Hands,"['thriller', 'comedy', 'horror']",92.0,6.1,183,1999
Get Real,"['drama', 'romance']",108.0,6.6,45,1998
Heaven,"['crime', 'thriller']",105.0,6.1,5,1999
The King of Masks,['drama'],91.0,7.8,12,1997
Three Seasons,"['drama', 'foreign']",105.0,6.8,7,1999
The Winslow Boy,['drama'],104.0,6.4,22,1999
Mildred Pierce,"['crime', 'drama']",111.0,7.4,81,2045
Night of the Comet,"['comedy', 'horror', 'science fiction']",95.0,6.1,94,1984
Chopping Mall,"['horror', 'science fiction']",77.0,5.5,58,1986
My Science Project,"['comedy', 'family', 'fantasy', 'science fiction']",94.0,6.1,41,1985
Dick Tracy,"['adventure', 'action', 'comedy', 'thriller', 'crime']",103.0,5.9,258,1990
The Mummy,"['adventure', 'action', 'fantasy']",124.0,6.6,2796,1999
The Castle,"['drama', 'comedy']",85.0,7.4,69,1997
Mascara,[],94.0,6.0,1,1999
This Is My Father,"['drama', 'romance']",119.0,4.5,2,1999
Xiu Xiu: The Sent-Down Girl,"['drama', 'foreign']",99.0,7.3,7,1998
A Midsummer Night's Dream,"['fantasy', 'drama', 'comedy', 'romance']",116.0,6.4,95,1999
Trippin',"['comedy', 'romance']",94.0,4.5,4,1999
After Life,"['fantasy', 'drama']",118.0,7.3,49,1998
Black Mask,['action'],99.0,5.8,55,1996
Edge of Seventeen,"['comedy', 'drama', 'romance']",99.0,5.7,29,1998
Endurance,['drama'],83.0,6.0,1,1999
Star Wars: Episode I - The Phantom Menace,"['adventure', 'action', 'science fiction']",136.0,6.4,4526,1999
The Love Letter,"['comedy', 'drama', 'romance']",88.0,5.9,17,1999
Besieged,"['drama', 'romance']",93.0,7.2,14,1998
Frogs for Snakes,"['thriller', 'comedy', 'crime']",108.0,0.0,0,1998
The Saragossa Manuscript,"['comedy', 'drama', 'fantasy', 'mystery']",182.0,7.4,23,2065
The Mummy,['horror'],73.0,6.9,121,2032
The Mummy,['horror'],86.0,6.8,58,2059
The Mummy's Curse,['horror'],62.0,6.9,11,2044
The Mummy's Ghost,['horror'],61.0,6.9,10,2044
The Mummy's Hand,['horror'],67.0,6.5,14,2040
The Mummy's Tomb,"['drama', 'fantasy', 'horror', 'mystery', 'thriller']",60.0,8.3,6,2042
Mommie Dearest,['drama'],129.0,6.6,55,1981
Superman,"['action', 'adventure', 'fantasy', 'science fiction']",143.0,6.9,1042,1978
Superman II,"['action', 'adventure', 'fantasy', 'science fiction']",127.0,6.5,642,1980
Superman III,"['comedy', 'action', 'adventure', 'fantasy', 'science fiction']",125.0,5.3,500,1983
Superman IV: The Quest for Peace,"['action', 'adventure', 'science fiction']",90.0,4.1,327,1987
Dracula,['horror'],72.0,7.2,254,2031
House of Dracula,"['horror', 'science fiction']",67.0,5.8,20,2045
House of Frankenstein,"['fantasy', 'horror', 'science fiction', 'thriller']",71.0,6.2,30,2044
Frankenstein,"['drama', 'horror', 'science fiction']",71.0,7.3,295,2031
Son of Frankenstein,"['horror', 'science fiction']",99.0,7.0,42,2039
The Ghost of Frankenstein,"['fantasy', 'horror', 'science fiction']",67.0,6.4,26,2042
Frankenstein Meets the Wolf Man,"['fantasy', 'horror', 'science fiction']",74.0,6.5,42,2043
The Curse of Frankenstein,"['horror', 'science fiction']",82.0,6.8,61,2057
Son of Dracula,"['fantasy', 'horror']",80.0,6.8,16,2043
The Wolf Man,"['horror', 'drama']",70.0,7.2,124,2041
Howling II: Stirba - Werewolf Bitch,"['thriller', 'horror']",91.0,4.2,41,1985
Tarantula,"['horror', 'science fiction', 'thriller']",80.0,6.1,58,2055
The Rocky Horror Picture Show,"['comedy', 'horror', 'music', 'science fiction']",100.0,7.4,703,1975
The Flying Saucer,"['thriller', 'science fiction']",69.0,2.7,7,2050
It Came from Hollywood,"['comedy', 'documentary']",80.0,6.0,12,1982
The Thing from Another World,"['horror', 'science fiction']",87.0,6.9,142,2051
It Came from Outer Space,"['horror', 'science fiction']",81.0,6.2,52,2053
The War of the Worlds,"['horror', 'science fiction', 'thriller']",85.0,6.8,172,2053
It Came from Beneath the Sea,"['horror', 'science fiction']",79.0,5.4,20,2055
Invasion of the Body Snatchers,"['horror', 'science fiction']",80.0,7.3,277,2056
Earth vs. the Flying Saucers,"['action', 'science fiction']",83.0,6.0,41,2056
It Conquered the World,"['horror', 'science fiction', 'thriller']",71.0,4.0,10,2056
The Mole People,"['adventure', 'fantasy', 'horror', 'science fiction']",77.0,4.4,14,2056
Swamp Thing,"['horror', 'science fiction']",91.0,5.4,92,1982
Pork Chop Hill,"['action', 'war', 'drama']",97.0,6.4,16,2059
"Run Silent, Run Deep","['drama', 'war']",93.0,7.5,31,2058
Notting Hill,"['romance', 'comedy', 'drama']",124.0,7.0,1309,1999
The Thirteenth Floor,"['thriller', 'science fiction', 'mystery']",100.0,6.8,381,1999
Eternity and a Day,['drama'],137.0,7.1,14,1998
The Loss of Sexual Innocence,['drama'],106.0,5.2,9,1999
Twice Upon a Yesterday,"['comedy', 'drama', 'romance']",91.0,5.1,8,1998
Instinct,"['drama', 'mystery', 'thriller']",126.0,6.3,149,1999
Buena Vista Social Club,"['documentary', 'music']",105.0,7.3,76,1999
Desert Blue,"['comedy', 'drama']",90.0,5.5,9,1999
A Place at the Table,['documentary'],84.0,6.9,7,2012
Floating,['drama'],90.0,5.0,4,1999
Free Enterprise,"['comedy', 'romance']",113.0,5.8,10,1998
Limbo,"['adventure', 'drama', 'thriller']",126.0,7.0,17,1999
Austin Powers: The Spy Who Shagged Me,"['adventure', 'comedy', 'crime', 'science fiction']",95.0,6.1,1034,1999
Promise Her Anything,"['comedy', 'drama', 'fantasy']",101.0,0.0,0,1999
The Red Dwarf,"['drama', 'comedy']",100.0,5.5,3,1998
The Red Violin,"['drama', 'thriller', 'mystery', 'music', 'romance']",131.0,7.2,101,1998
Tarzan,"['adventure', 'animation', 'drama', 'family']",88.0,7.1,1715,1999
The General's Daughter,"['crime', 'drama', 'mystery', 'thriller']",116.0,6.1,209,1999
Get Bruce!,"['comedy', 'documentary']",82.0,6.2,3,1999
An Ideal Husband,"['drama', 'comedy', 'romance']",97.0,6.3,47,1999
The Legend of 1900,['fantasy'],170.0,8.1,554,1998
Run Lola Run,"['action', 'drama', 'thriller']",81.0,7.2,672,1998
Trekkies,['documentary'],86.0,6.3,22,1997
Big Daddy,"['comedy', 'drama']",93.0,6.2,898,1999
The Boys,['drama'],86.0,6.8,3,1998
The Dinner Game,['comedy'],80.0,7.7,408,1998
My Son the Fanatic,"['drama', 'comedy', 'foreign']",88.0,4.7,3,1997
Zone 39,['science fiction'],95.0,5.0,2,1996
Arachnophobia,"['comedy', 'horror']",103.0,6.2,445,1990
"South Park: Bigger, Longer & Uncut","['animation', 'comedy', 'music']",81.0,7.1,916,1999
Wild Wild West,"['action', 'adventure', 'comedy', 'science fiction', 'western']",106.0,5.1,1042,1999
Summer of Sam,"['thriller', 'drama', 'crime', 'romance']",142.0,6.3,115,1999
Broken Vessels,['drama'],90.0,6.0,2,1998
Les Amants du Pont-Neuf,"['drama', 'romance']",125.0,7.5,45,1991
"Late August, Early September","['drama', 'foreign']",112.0,7.3,4,1998
American Pie,"['comedy', 'romance']",95.0,6.4,2358,1999
Arlington Road,"['drama', 'thriller', 'mystery']",117.0,7.0,246,1999
Autumn Tale,"['drama', 'romance']",112.0,7.0,12,1998
Muppets from Space,"['fantasy', 'comedy', 'science fiction', 'family']",87.0,5.8,94,1999
The Blair Witch Project,"['horror', 'mystery']",81.0,6.3,1090,1999
My Life So Far,"['comedy', 'drama']",98.0,6.1,10,1999
Eyes Wide Shut,"['mystery', 'drama']",159.0,7.1,1266,1999
Lake Placid,"['horror', 'comedy', 'action', 'science fiction', 'thriller']",82.0,5.5,251,1999
The Wood,"['comedy', 'drama', 'romance']",106.0,7.1,34,1999
The Velocity of Gary,"['drama', 'romance']",100.0,4.2,5,1999
Ghostbusters,"['comedy', 'fantasy']",107.0,7.3,2431,1984
Ghostbusters II,"['comedy', 'fantasy']",108.0,6.3,1131,1989
Drop Dead Gorgeous,['comedy'],98.0,6.5,88,1999
The Haunting,"['horror', 'thriller', 'fantasy', 'mystery']",113.0,5.2,374,1999
Inspector Gadget,"['action', 'adventure', 'comedy', 'family']",78.0,4.3,322,1999
Trick,"['comedy', 'romance']",89.0,6.7,24,1999
Deep Blue Sea,"['action', 'science fiction', 'thriller']",105.0,5.6,616,1999
Mystery Men,"['adventure', 'fantasy', 'action', 'comedy', 'science fiction']",121.0,5.7,255,1999
Runaway Bride,"['comedy', 'romance']",116.0,5.8,472,1999
Twin Falls Idaho,"['drama', 'romance']",111.0,7.1,12,1999
The Killing,"['drama', 'action', 'thriller', 'crime']",85.0,7.7,290,2056
Killer's Kiss,"['crime', 'drama', 'thriller']",67.0,6.2,101,2055
Spartacus,"['action', 'drama', 'history']",197.0,7.3,472,2060
Lolita,"['drama', 'romance']",153.0,7.3,409,2062
Barry Lyndon,"['drama', 'romance', 'war']",184.0,7.7,521,1975
The 400 Blows,['drama'],99.0,8.0,363,2059
Jules and Jim,"['drama', 'romance']",105.0,7.6,163,2062
Vibes,"['romance', 'action', 'comedy']",99.0,6.0,10,1988
The Mosquito Coast,"['adventure', 'drama']",119.0,6.3,126,1986
The Golden Child,"['action', 'adventure', 'comedy']",94.0,5.6,311,1986
Brighton Beach Memoirs,"['comedy', 'drama', 'romance']",108.0,6.2,20,1986
Assassination,"['drama', 'action', 'thriller']",105.0,5.6,11,1987
Crimes of the Heart,"['drama', 'family']",105.0,6.0,17,1986
The Color Purple,['drama'],154.0,7.7,345,1985
The Kindred,"['horror', 'science fiction']",91.0,5.9,7,1987
No Mercy,"['action', 'crime', 'thriller']",106.0,5.7,38,1986
Ménage,"['crime', 'drama', 'comedy']",84.0,6.0,25,1986
Native Son,['drama'],111.0,2.0,2,1986
Otello,[],0.0,6.7,3,1986
The Mission,"['adventure', 'drama', 'action', 'history']",126.0,7.1,295,1986
Little Shop of Horrors,"['horror', 'comedy', 'music']",94.0,6.7,389,1986
The Little Shop of Horrors,['comedy'],70.0,6.2,78,2060
Allan Quatermain and the Lost City of Gold,"['action', 'adventure', 'comedy']",99.0,4.6,70,1986
The Morning After,"['crime', 'drama', 'mystery', 'thriller']",102.0,5.9,22,1986
Radio Days,"['comedy', 'drama']",90.0,7.0,131,1987
From the Hip,"['comedy', 'drama']",111.0,5.8,12,1987
Outrageous Fortune,"['action', 'comedy', 'mystery']",100.0,5.6,32,1987
The Bedroom Window,"['crime', 'thriller', 'mystery']",112.0,6.2,20,1987
Deadtime Stories,"['horror', 'thriller']",93.0,4.6,7,1986
Light of Day,"['music', 'drama']",107.0,5.4,10,1987
Wanted: Dead or Alive,"['action', 'thriller', 'crime', 'drama']",104.0,5.4,22,1987
Frances,['drama'],140.0,7.1,24,1982
Plenty,"['drama', 'romance']",124.0,5.9,8,1985
Dick,['comedy'],94.0,5.7,67,1999
The Gambler,[],97.0,0.0,0,1997
