talk_id,title,topics,description
24490,The genius of Marie Curie,"['design', 'health', 'history', 'publichealth', 'technology', 'invention', 'science', 'cancer', 'innovation', 'medicalresearch', 'women', 'feminism', 'medicine', 'chemistry', 'physics', 'disease', 'nobelprize', 'ted-ed', 'discovery', 'animation']","Marie SkÅodowska Curie's revolutionary research laid the groundwork for our understanding of physics and chemistry, blazing trails in oncology, technology, medicine, and nuclear physics, to name a few. But what did she actually do? Shohini Ghose expounds on some of Marie SkÅodowska Curie's most revolutionary discoveries. [Directed by Anna Nowakowska, narrated by Julianna Zarzycki, music by Matthias Runge]."
1490,Reinventing the encyclopedia game,"['internet', 'tedx', 'entertainment', 'science', 'web', 'wikipedia', 'future', 'insects', 'nature', 'life', 'humor']","Prompted by the Encyclopaedia Britannica ending its print publication, performance poet Rives resurrects a game from his childhood. Speaking at the TEDxSummit in Doha, Rives takes us on a charming tour through random (and less random) bits of human knowledge: from Chimborazo, the farthest point from the center of the Earth, to Ham the Astrochimp, the first chimpanzee in outer space."
2322,How the mysterious dark net is going mainstream,"['internet', 'business', 'crime', 'economics', 'privacy', 'shopping', 'socialmedia', 'encryption']",There's a parallel Internet you may not have run across yet -- accessed by a special browser and home to a freewheeling collection of sites for everything from anonymous activism to illicit activities. Jamie Bartlett reports from the dark net.
2736,How radio telescopes show us unseen galaxies,"['universe', 'astronomy', 'space', 'telescopes', 'discovery']","Our universe is strange, wonderful and vast, says astronomer Natasha Hurley-Walker. A spaceship can't carry you into its depths (yet) -- but a radio telescope can. In this mesmerizing talk, Hurley-Walker shows how she probes the mysteries of the universe using special technology that reveals light spectrums we can't see."
2683,What it's like to be a parent in a war zone,"['children', 'communication', 'community', 'disasterrelief', 'family', 'humanity', 'fear', 'parenting', 'middleeast', 'refugees', 'psychology', 'security', 'tedx', 'teaching', 'violence', 'vulnerability', 'war', 'syria']","How do parents protect their children and help them feel secure again when their homes are ripped apart by war? In this warm-hearted talk, psychologist Aala El-Khani shares her work supporting -- and learning from -- refugee families affected by the civil war in Syria. She asks: How can we help these loving parents give their kids the warm, secure parenting they most need?"
1413,How can technology transform the human body?,"['tedfellows', 'architecture', 'design', 'smell', 'technology', 'humanbody']","TED Fellow Lucy McRae is a body architect -- she imagines ways to merge biology and technology in our own bodies. In this visually stunning talk, she shows her work, from clothes that recreate the body's insides for a music video with pop-star Robyn, to a pill that, when swallowed, lets you sweat perfume."
42931,How synthetic biology could wipe out humanity -- and how we can stop it,"['biology', 'crispr', 'technology', 'science', 'bioethics', 'genetics', 'medicalresearch', 'invention', 'biotech', 'syntheticbiology', 'engineering', 'publichealth', 'innovation']","The world-changing promise of synthetic biology and gene editing has a dark side. In this far-seeing talk, author and entrepreneur Rob Reid reviews the risks of a world where more and more people have access to the tools and tech needed to create a doomsday bug that could wipe out humanity -- and suggests that it's time to take this danger seriously."
191,The habits of happiness,"['buddhism', 'god', 'brain', 'culture', 'faith', 'globalissues', 'happiness', 'peace', 'photography', 'religion', 'psychology', 'evolutionarypsychology', 'emotions', 'mindfulness']","What is happiness, and how can we all get some? Biochemist turned Buddhist monk Matthieu Ricard says we can train our minds in habits of well-being, to generate a true sense of serenity and fulfillment."
35353,How a new species of ancestors is changing our theory of human evolution,"['anthropology', 'humanorigins', 'humanbody', 'humanity', 'science', 'paleontology', 'technology', 'evolution', 'biology', 'brain', 'history', 'tedx']","In 2013, a treasure trove of unusual fossils were uncovered in a cave in South Africa, and researchers soon realized: these were the remains of a new species of ancient humans. Paleoanthropologist Juliet Brophy takes us inside the discovery of Homo naledi, explaining how this mysterious ancestor is forcing us to rethink where we come from -- and what it means to be human."
2581,Why helmets don't prevent concussions -- and what might,"['biomechanics', 'design', 'health', 'brain', 'children', 'invention', 'medicalresearch', 'innovation', 'engineering', 'neuroscience', 'productdesign', 'mentalhealth', 'technology', 'science', 'tedx']","What is a concussion? Probably not what you think it is. In this talk from the cutting edge of research, bioengineer (and former football player) David Camarillo shows what really happens during a concussion -- and why standard sports helmets don't prevent it. Here's what the future of concussion prevention looks like."
8788,The surprising solution to ocean plastic,"['plastic', 'oceans', 'pollution', 'poverty', 'business', 'innovation']","Can we solve the problem of ocean plastic pollution and end extreme poverty at the same time? That's the ambitious goal of The Plastic Bank: a worldwide chain of stores where everything from school tuition to cooking fuel and more is available for purchase in exchange for plastic garbage -- which is then sorted, shredded and sold to brands who reuse ""social plastic"" in their products. Join David Katz to learn more about this step towards closing the loop in the circular economy. ""Preventing ocean plastic could be humanity's richest opportunity,"" Katz says.
"
20779,My quest to defy gravity and fly,"['flight', 'performanceart', 'humanbody', 'extremesports', 'humanity', 'art']","Over the course of her fearless career, extreme action specialist Elizabeth Streb has pushed the limits of the human body. She's jumped through broken glass, toppled from great heights and built gizmos to provide a boost along the way. Backed by footage of her work, Streb reflects on her lifelong quest to defy gravity and fly the only way a human can -- by mastering the landing."
2255,The joy of surfing in ice-cold water,"['creativity', 'oceans', 'photography', 'travel', 'antarctica']","""Anything that is worth pursuing is going to require us to suffer, just a little bit,"" says surf photographer Chris Burkard, as he explains his obsession with the coldest, choppiest, most isolated beaches on earth. With jawdropping photos and stories of places few humans have ever seen -- much less surfed -- he draws us into his ""personal crusade against the mundane."""
1743,"Hack a banana, make a keyboard!","['creativity', 'invention', 'technology', 'toy']","Why can't two slices of pizza be used as a slide clicker? Why shouldn't you make music with ketchup? In this charming talk, inventor Jay Silver talks about the urge to play with the world around you. He shares some of his messiest inventions, and demos MaKey MaKey, a kit for hacking everyday objects."
13523,3 ways to make better decisions -- by thinking like a computer,"['computers', 'cognitivescience', 'decision-making', 'choice', 'tedx', 'technology', 'algorithm', 'brain', 'psychology']","If you ever struggle to make decisions, here's a talk for you. Cognitive scientist Tom Griffiths shows how we can apply the logic of computers to untangle tricky human problems, sharing three practical strategies for making better decisions -- on everything from finding a home to choosing which restaurant to go to tonight."
2572,Bring on the female superheroes!,"['art', 'children', 'communication', 'identity', 'entertainment', 'film', 'inequality', 'marketing', 'parenting', 'media', 'society', 'tedx', 'women', 'toy', 'movies']","Why is it so hard to find female superhero merchandise? In this passionate, sparkling talk, media studies scholar (and father of a Star Wars-obsessed daughter) Christopher Bell addresses the alarming lack of female superheroes in the toys and products marketed to kids -- and what it means for how we teach them about the world."
372,Design and the Elastic Mind,"['art', 'brain', 'design', 'museums', 'graphicdesign']",MOMA design curator Paola Antonelli previews the groundbreaking show Design and the Elastic Mind -- full of products and designs that reflect the way we think now.
670,"Symmetry, reality's riddle","['architecture', 'art', 'beauty', 'math', 'physics', 'universe']","The world turns on symmetry -- from the spin of subatomic particles to the dizzying beauty of an arabesque. But there's more to it than meets the eye. Here, Oxford mathematician Marcus du Sautoy offers a glimpse of the invisible numbers that marry all symmetrical objects."
1940,Government surveillance â this is just the beginning,"['internet', 'tedfellows', 'business', 'government', 'surveillance', 'encryption']","Privacy researcher Christopher Soghoian sees the landscape of government surveillance shifting beneath our feet, as an industry grows to support monitoring programs. Through private companies, he says, governments are buying technology with the capacity to break into computers, steal documents and monitor activity â without detection. This TED Fellow gives an unsettling look at what's to come."
43183,Architectural secrets of the world's ancient wonders,"['tedfellows', 'design', 'architecture', 'innovation', 'beauty', 'creativity', 'society', 'history', 'culture']","How did ancient civilizations move massive stones to build Stonehenge, the Pyramids and the Easter Island statues? In this quick, delightful talk, TED Fellow Brandon Clifford reveals some architectural secrets of the past and shows how we can use these ingenious techniques to build today. ""In an era where we design buildings to last 30, maybe 60 years, I would love to learn how to create something that could entertain for an eternity,"" he says."
9296,This deep-sea mystery is changing our understanding of life,"['biodiversity', 'animals', 'biosphere', 'biology', 'microbiology', 'nature', 'oceans', 'science']","How deep into the Earth can we go and still find life? Marine microbiologist Karen Lloyd introduces us to deep-subsurface microbes: tiny organisms that live buried meters deep in ocean mud and have been on Earth since way before animals. Learn more about these mysterious microbes, which refuse to grow in the lab and seem to have a fundamentally different relationship with time and energy than we do."
1263,The right to understand,"['tedx', 'culture', 'design', 'language', 'law', 'simplicity']","Medical, legal, and financial documents should be easy to read, but too often they aren't. With spot-on (and funny) examples, Sandra Fisher Martins shows how overly complex language separates us from the information we need -- and three steps to change that. In Portuguese with English subtitles."
936,The game layer on top of the world,"['tedx', 'business', 'entertainment', 'entrepreneur', 'gaming', 'money', 'psychology']","In this far-seeing talk, Seth Priebatsch shows how game dynamics are reshaping the world -- from a classroom where students ""level up"" instead of being graded ,to a pervasive game called ""happy hour"" that you may already be playing. Get ready to meet the ""game layer,"" a pervasive net of behavior-steering game dynamics that will reshape education and commerce."
13247,The harm reduction model of drug addiction treatment,"['tedmed', 'death', 'medicine', 'socialchange', 'community', 'publichealth', 'narcotics', 'addiction']","Why do we still think that drug use is a law-enforcement issue? Making drugs illegal does nothing to stop people from using them, says public health expert Mark Tyndall. So, what might work? Tyndall shares community-based research that shows how harm-reduction strategies, like safe-injection sites, are working to address the drug overdose crisis."
2262,What does my headscarf mean to you?,"['tedx', 'activism', 'culture', 'religion', 'women']","What do you think when you look at this speaker? Well, think again. (And then again.) In this funny, honest, empathetic talk, Yassmin Abdel-Magied challenges us to look beyond our initial perceptions, and to open doors to new ways of supporting others."
27608,Is civility a sham?,"['communication', 'politics', 'debate', 'humanity', 'identity', 'personalgrowth', 'socialchange', 'society', 'culture']","What exactly is civility, and what does it require? In a talk packed with historical insights, political theorist Teresa Bejan explains how civility has been used as both the foundation of tolerant societies and as a way for political partisans to silence and dismiss opposing views. Bejan suggests that we should instead try for ""mere civility"": the virtue of being able to disagree fundamentally with others without destroying the possibility of a common life tomorrow. (This talk contains mature language.)"
1579,Weaving narratives in museum galleries,"['art', 'museums']","As the director of the Metropolitan Museum of Art in New York, Thomas P. Campbell thinks deeply about curatingânot just selecting art objects, but placing them in a setting where the public can learn their stories. With glorious images, he shows how his curation philosophy works for displaying medieval tapestriesâand for the over-the-top fashion/art of Alexander McQueen. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)"
53059,7 beliefs that can silence women -- and how to unlearn them,"['gender', 'genderequality', 'women', 'socialchange', 'society', 'india', 'feminism', 'community', 'inequality']","In India (and many other countries), girls and women still find themselves silenced by traditional rules of politeness and restraint, says social scientist Deepa Narayan. In this frank talk, she identifies seven deeply entrenched norms that reinforce inequality -- and calls on men to help usher in change."
607,I believe we evolved from aquatic apes,"['apes', 'evolution', 'science']","(NOTE: Statements in this talk have been challenged by scientists working in this field. Read ""Criticisms &amp; updates"" below for more details.) Elaine Morgan was a tenacious proponent of a theory that is not widely accepted. The aquatic ape hypothesis lays out the idea that humans evolved from primate ancestors who dwelt in watery habitats. Hear her spirited defense of the idea -- and her theory on why science doesn't take it seriously."
529,Lessons from the 1918 flu,"['vaccines', 'business', 'ebola', 'health', 'healthcare', 'history', 'technology']","In 2007, as the world worried about a possible avian flu epidemic, Laurie Garrett, author of ""The Coming Plague,"" gave this powerful talk to a small TED University audience. Her insights from past pandemics are suddenly more relevant than ever."
2035,The 1s and 0s behind cyber warfare,"['tedx', 'security', 'software', 'technology', 'terrorism', 'war', 'code']","Chris Domas is a cybersecurity researcher, operating on what's become a new front of war, ""cyber."" In this engaging talk, he shows how researchers use pattern recognition and reverse engineering (and pull a few all-nighters) to understand a chunk of binary code whose purpose and contents they don't know."
2841,"How AI can enhance our memory, work and social lives","['ai', 'collaboration', 'computers', 'intelligence', 'machinelearning', 'technology', 'productdesign']","How smart can our machines make us? Tom Gruber, co-creator of Siri, wants to make ""humanistic AI"" that augments and collaborates with us instead of competing with (or replacing) us. He shares his vision for a future where AI helps us achieve superhuman performance in perception, creativity and cognitive function -- from turbocharging our design skills to helping us remember everything we've ever read and the name of everyone we've ever met. ""We are in the middle of a renaissance in AI,"" Gruber says. ""Every time a machine gets smarter, we get smarter."""
23714,Why can't we see evidence of alien life?,"['education', 'ted-ed', 'space', 'planets', 'animation', 'bigbang', 'universe', 'exploration']","Stand by for an animated exploration of the famous Fermi Paradox. Given the vast number of planets in the universe, many much older than Earth, why haven't we yet seen obvious signs of alien life? The potential answers to this question are numerous and intriguing, alarming and hopeful. [Directed by Andrew Park, narrated by Chris Anderson]."
1597,The strange politics of disgust,"['tedx', 'brain', 'choice', 'cognitivescience', 'morality', 'politics', 'psychology', 'science', 'smell', 'sociology', 'history', 'sex', 'mind']","What does a disgusting image have to do with how you vote? Equipped with surveys and experiments, psychologist David Pizarro demonstrates a correlation between your sensitivity to disgusting cues -- a photo of feces, an unpleasant odor -- and your own moral or political conservatism."
1610,Why I love vultures,"['adventure', 'animals', 'biology', 'birds', 'nature', 'science', 'ecology', 'environment', 'bacteria', 'history', 'conservation', 'egypt', 'biodiversity', 'pollution', 'africa', 'windenergy']","As natural garbage collectors, vultures are vital to our ecosystem -- so why all the bad press? Why are so many in danger of extinction? Raptor biologist Munir Virani says we need to pay more attention to these unique and misunderstood creatures, to change our perception and save the vultures."
2847,"When workers own companies, the economy is more resilient","['business', 'capitalism', 'community', 'economics', 'entrepreneur', 'work', 'inequality', 'society', 'socialchange', 'tedx']","Another economic reality is possible -- one that values community, sustainability and resiliency instead of profit by any means necessary. Niki Okuk shares her case for cooperative economics and a vision for how working-class people can organize and own the businesses they work for, making decisions for themselves and enjoying the fruits of their labor."
2437,How yarn bombing grew into a worldwide movement,"['tedyouth', 'beauty', 'entertainment', 'materials', 'streetart', 'creativity', 'community', 'publicspaces']","Textile artist Magda Sayeg transforms urban landscapes into her own playground by decorating everyday objects with colorful knit and crochet works. These warm, fuzzy ""yarn bombs"" started small, with stop sign poles and fire hydrants in Sayeg's hometown, but soon people found a connection to the craft and spread it across the world. ""We all live in this fast-paced, digital world, but we still crave and desire something that's relatable,"" Sayeg says. ""Hidden power can be found in the most unassuming places, and we all possess skills that are just waiting to be discovered."""
45837,How we're helping local reporters turn important stories into national news,"['news', 'socialchange', 'work', 'media', 'journalism', 'society', 'india', 'tedfellows']","Local reporters are on the front lines of important stories, but their work often goes unnoticed by national and international news outlets. TED Fellow and journalist Gangadhar Patil is working to change that. In this quick talk, he shows how he's connecting grassroots reporters in India with major news outlets worldwide -- and helping elevate and expose stories that might never get covered otherwise."
26570,A memory scientist's advice on reporting harassment and discrimination,"['socialchange', 'work', 'society', 'memory', 'science', 'mind', 'crime', 'cognitivescience', 'brain', 'tedx']","How do you turn a memory, especially one of a traumatic event, into hard evidence of a crime? Julia Shaw is working on this challenge, combining tools from memory science and artificial intelligence to change how we report workplace harassment and bias. She shares three lessons to apply if you've been harassed or discriminated against -- and introduces Spot: a free, anonymous, online reporting tool that helps empower victims."
41224,Digital humans that look just like us,"['technology', 'emotions', 'film', 'animation', 'design', 'entertainment', 'visualizations', 'movies', 'art']","In an astonishing talk and tech demo, software researcher Doug Roble debuts ""DigiDoug"": a real-time, 3-D, digital rendering of his likeness that's accurate down to the scale of pores and wrinkles. Powered by an inertial motion capture suit, deep neural networks and enormous amounts of data, DigiDoug renders the real Doug's emotions (and even how his blood flows and eyelashes move) in striking detail. Learn more about how this exciting tech was built -- and its applications in movies, virtual assistants and beyond."
1634,"A father-daughter bond, one photo at a time","['children', 'parenting', 'photography']","A long time ago in New York City, Steve Addis stood on a corner holding his 1-year-old daughter in his arms; his wife snapped a photo. The image has inspired an annual father-daughter ritual, where Addis and his daughter pose for the same picture, on the same corner, each year. Addis shares 15 treasured photographs from the series, and explores why this small, repeated ritual means so much."
1848,What will a future without secrets look like?,"['business', 'policy', 'privacy', 'socialmedia', 'technology']","The line between public and private has blurred in the past decade, both online and in real life, and Alessandro Acquisti is here to explain what this means and why it matters. In this thought-provoking, slightly chilling talk, he shares details of recent and ongoing research -- including a project that shows how easy it is to match a photograph of a stranger with their sensitive personal information."
15452,This simple test can help kids hear better,"['communication', 'health', 'healthcare', 'illness', 'hearing', 'medicalresearch', 'medicine', 'publichealth', 'tedfellows', 'science', 'society', 'technology']","Children who live in rural areas can have a hard time getting to the doctor -- much less to an audiologist's clinic for expensive, complex tests to check their hearing. The result for too many kids is hearing loss caused by ear infections and other curable or preventable problems. That's why ear surgeon and TED Fellow Susan Emmett is working with 15 communities in rural Alaska to create a simple, low-cost test that only requires a cell phone. Learn more about her work and how it could change the lives of children who don't have access to hearing care."
1620,How to solve traffic jams,"['cars', 'transportation']","It's an unfortunate reality in nearly every major cityâroad congestion, especially during rush hours. Jonas Eliasson reveals how subtly nudging just a small percentage of drivers to stay off major roads can make traffic jams a thing of the past."
2797,Why glass towers are bad for city life -- and what we need instead,"['architecture', 'journalism', 'cities', 'beauty', 'community', 'publicspaces', 'materials', 'society', 'urbanplanning', 'tednyc']","There's a creepy transformation taking over our cities, says architecture critic Justin Davidson. From Houston, Texas to Guangzhou, China, shiny towers of concrete and steel covered with glass are cropping up like an invasive species. Rethink your city's anatomy as Davidson explains how the exteriors of building shape the urban experience -- and what we lose when architects stop using the full range of available materials."
42604,The mysterious microbes living deep inside the earth -- and how they could help humanity,"['microbes', 'microbiology', 'science', 'nature', 'geology', 'biodiversity']","The ground beneath your feet is home to a massive, mysterious world of microbes -- some of which have been in the earth's crust for hundreds of thousands of years. What's it like down there? Take a trip to the volcanoes and hot springs of Costa Rica as microbiologist Karen Lloyd shines a light on these subterranean organisms and shows how they could have a profound impact on life up here."
2538,"""Redemption Song""","['music', 'performance', 'prison', 'piano', 'activism', 'bigproblems', 'criminaljustice', 'personalgrowth', 'culture', 'policy', 'socialchange', 'society', 'unitedstates', 'vocals', 'singer', 'livemusic', 'entertainment']","John Legend is on a mission to transform America's criminal justice system. Through his Free America campaign, he's encouraging rehabilitation and healing in our prisons, jails and detention centers -- and giving hope to those who want to create a better life after serving their time. With a spoken-word prelude from James Cavitt, an inmate at San Quentin State Prison, Legend treats us to his version of Bob Marley's ""Redemption Song."" ""Won't you help to sing these songs of freedom?"""
1557,Mental health for all by involving all,"['depression', 'globalissues', 'health', 'mentalhealth', 'publichealth']","Nearly 450 million people are affected by mental illness worldwide. In wealthy nations, just half receive appropriate care, but in developing countries, close to 90 percent go untreated because psychiatrists are in such short supply. Vikram Patel outlines a highly promising approach -- training members of communities to give mental health interventions, empowering ordinary people to care for others."
1068,"Poems of war, peace, women, power","['culture', 'globalissues', 'poetry', 'war', 'women', 'performance']","Poet Suheir Hammad performs two spine-tingling spoken-word pieces: ""What I Will"" and ""break (clustered)"" -- meditations on war and peace, on women and power. Wait for the astonishing line: ""Do not fear what has blown up. If you must, fear the unexploded."""
1811,Why I fell in love with monster prime numbers,"['humor', 'math']","They're millions of digits long, and it takes an army of mathematicians and machines to hunt them down -- what's not to love about monster primes? Adam Spencer, comedian and lifelong math geek, shares his passion for these odd numbers, and for the mysterious magic of math."
32556,How peer educators can transform sex education,"['sex', 'gender', 'education', 'youth', 'relationships']","Where are teens supposed to learn about sex, asks student speaker Thea Holcomb. From alarmist imagery about sexually transmitted diseases? From the Internet and all its attendant judgment, bias and dysfunction? The answer, she suggests, lies with peer educators. In this talk, Holcomb explains why properly trained peer educators are the right people to disseminate both accurate information and healthy attitudes. As she says, ""When you get accurate, judgment-free information from your peers, you realize that sex ed doesn't have to be scary."""
2709,Beautiful new words to describe obscure emotions,"['beauty', 'innovation', 'humanity', 'communication', 'invention', 'language', 'potential', 'society', 'writing', 'relationships', 'tedx', 'creativity', 'emotions']","John Koenig loves finding words that express our unarticulated feelings -- like ""lachesism,"" the hunger for disaster, and ""sonder,"" the realization that everyone else's lives are as complex and unknowable as our own. Here, he meditates on the meaning we assign to words and how these meanings latch onto us."
789,Take Turns,"['cities', 'culture', 'design', 'transportation']","Fifty percent of traffic accidents happen at intersections. Gary Lauder shares a brilliant and cheap idea for helping drivers move along smoothly: a new traffic sign that combines the properties of ""Stop"" and ""Yield."""
2464,The mind behind Linux,"['code', 'data', 'computers', 'communication', 'engineering', 'internet', 'invention', 'interview', 'programming', 'technology', 'web']","Linus Torvalds transformed technology twice -- first with the Linux kernel, which helps power the Internet, and again with Git, the source code management system used by developers worldwide. In a rare interview with TED Curator Chris Anderson, Torvalds discusses with remarkable openness the personality traits that prompted his unique philosophy of work, engineering and life. ""I am not a visionary, I'm an engineer,"" Torvalds says. ""I'm perfectly happy with all the people who are walking around and just staring at the clouds ... but I'm looking at the ground, and I want to fix the pothole that's right in front of me before I fall in."""
2005,How the worst moments in our lives make us who we are,"['lgbt', 'culture', 'depression', 'identity', 'pain', 'genderequality']","Writer Andrew Solomon has spent his career telling stories of the hardships of others. Now he turns inward, bringing us into a childhood of adversity, while also spinning tales of the courageous people he's met in the years since. In a moving, heartfelt and at times downright funny talk, Solomon gives a powerful call to action to forge meaning from our biggest struggles."
29,The freakonomics of crack dealing,"['business', 'cities', 'culture', 'economics', 'race', 'narcotics']","""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you."
50853,What vaccinating vampire bats can teach us about pandemics,"['disease', 'science', 'ebola', 'illness', 'health', 'biology', 'publichealth', 'medicine', 'vaccines', 'virus', 'pandemic', 'tedmed']","Could we anticipate the next big disease outbreak, stopping a virus like Ebola before it ever strikes? In this talk about frontline scientific research, ecologist Daniel Streicker takes us to the Amazon rainforest in Peru where he tracks the movement of vampire bats in order to forecast and prevent rabies outbreaks. By studying these disease patterns, Streicker shows how we could learn to cut off the next pandemic at its source."
889,Measuring what makes life worthwhile,"['buddhism', 'business', 'economics', 'happiness', 'money', 'psychology']","When the dotcom bubble burst, hotelier Chip Conley went in search of a business model based on happiness. In an old friendship with an employee and in the wisdom of a Buddhist king, he learned that success comes from what you count."
1675,Agile programming -- for your family,"['children', 'culture', 'engineering', 'family', 'parenting', 'software', 'youth']","Bruce Feiler has a radical idea: To deal with the stress of modern family life, go agile. Inspired by agile software programming, Feiler introduces family practices which encourage flexibility, bottom-up idea flow, constant feedback and accountability. One surprising feature: Kids pick their own punishments."
2226,Are China and the US doomed to conflict?,"['asia', 'unitedstates', 'china', 'politics']","The former prime minister of Australia, Kevin Rudd is also a longtime student of China, with a unique vantage point to watch its power rise in the past few decades. He asks whether the growing ambition of China will inevitably lead to conflict with other major powers -- and suggests another narrative."
2632,What will humans look like in 100 years?,"['aging', 'bacteria', 'biotech', 'bioethics', 'biology', 'brain', 'collaboration', 'chemistry', 'dna', 'engineering', 'evolution', 'future', 'genetics', 'humanity', 'innovation', 'invention', 'life', 'nature', 'neuroscience', 'physiology', 'science', 'society', 'technology', 'humanbody']","We can evolve bacteria, plants and animals -- futurist Juan Enriquez asks: Is it ethical to evolve the human body? In a visionary talk that ranges from medieval prosthetics to present day neuroengineering and genetics, Enriquez sorts out the ethics associated with evolving humans and imagines the ways we'll have to transform our own bodies if we hope to explore and live in places other than Earth."
1452,"Cheap, effective shelter for disaster relief","['tedx', 'design', 'disasterrelief', 'globalissues', 'naturaldisaster']","Michael McDaniel designed housing for disaster relief zones -- inexpensive, easy to transport, even beautiful â but found that no one was willing to build it. Persistent and obsessed, he decided to go it alone. At TEDxAustin, McDaniel show us his Exo Reaction Housing Solution, and asks us to prepare for the next natural disaster."
1857,Why stay in Chernobyl? Because it's home.,"['adventure', 'disasterrelief', 'nuclearenergy']","Chernobyl was the site of the world's worst nuclear accident and, for the past 27 years, the area around the plant has been known as the Exclusion Zone. And yet, a community of about 200 people live there -- almost all of them elderly women. These proud grandmas defied orders to relocate because their connection to their homeland and to their community are ""forces that rival even radiation."""
168,The search for humanity's roots,"['africa', 'anthropology', 'exploration', 'globalissues', 'humanorigins', 'humanity', 'paleontology', 'science']",Paleoanthropologist Zeresenay Alemseged looks for the roots of humanity in Ethiopia's badlands. Here he talks about finding the oldest skeleton of a humanoid child -- and how Africa holds the clues to our humanity.
52395,How India's local recyclers could solve plastic pollution,"['pollution', 'health', 'socialchange', 'plastic', 'india']","India has one of the world's highest rates of plastic recycling, thanks largely to an extensive network of informal recyclers known as ""kabadiwalas."" Entrepreneur Mani Vajipey discusses his work to organize their massive efforts into a collection system that could put India on the path to ending plastic pollution -- and show the rest of the world how to do it, too.
"
900,A 3D atlas of the universe,"['art', 'astronomy', 'science', 'space', 'technology']","For the last 12 years, Carter Emmart has been coordinating the efforts of scientists, artists and programmers to build a complete 3D visualization of our known universe. He demos this stunning tour and explains how it's being shared with facilities around the world."
2179,"Got a wicked problem? First, tell me how you make toast","['business', 'collaboration', 'creativity', 'design', 'leadership']","Making toast doesnât sound very complicated -- until someone asks you to draw the process, step by step. Tom Wujec loves asking people and teams to draw how they make toast, because the process reveals unexpected truths about how we can solve our biggest, most complicated problems at work. Learn how to run this exercise yourself, and hear Wujecâs surprising insights from watching thousands of people draw toast."
2834,How boredom can lead to your most brilliant ideas,"['addiction', 'brain', 'cognitivescience', 'creativity', 'communication', 'entertainment', 'socialmedia', 'personalgrowth']","Do you sometimes have your most creative ideas while folding laundry, washing dishes or doing nothing in particular? It's because when your body goes on autopilot, your brain gets busy forming new neural connections that connect ideas and solve problems. Learn to love being bored as Manoush Zomorodi explains the connection between spacing out and creativity."
2106,Why privacy matters,"['internet', 'government', 'intelligence', 'journalism', 'privacy', 'surveillance', 'encryption']","Glenn Greenwald was one of the first reporters to see -- and write about -- the Edward Snowden files, with their revelations about the United States' extensive surveillance of private citizens. In this searing talk, Greenwald makes the case for why you need to care about privacy, even if you're ""not doing anything you need to hide."""
2404,4 ways we can avoid a catastrophic drought,"['tedx', 'chemistry', 'climatechange', 'design', 'engineering', 'environment', 'future', 'globalissues', 'industrialdesign', 'innovation', 'publichealth', 'sustainability', 'urbanplanning', 'water', 'population', 'infrastructure']","As the world's climate patterns continue to shift unpredictably, places where drinking water was once abundant may soon find reservoirs dry and groundwater aquifers depleted. In this talk, civil and environmental engineer David Sedlak shares four practical solutions to the ongoing urban water crisis. His goal: to shift our water supply towards new, local sources of water and create a system that is capable of withstanding any of the challenges climate change may throw at us in the coming years."
20086,How do you define yourself?,"['personalgrowth', 'self', 'identity', 'humor', 'funny', 'life', 'motivation', 'goal-setting']","Born with a rare disorder that prevents her from gaining weight, Lizzie Velasquez has faced more negativity and bullying than most. Over time, she's developed a simple but effective coping mechanism. ""Tell me those negative things,"" she says. ""I'm gonna turn them around and use them as a ladder to climb up to my goals."" In this funny, personal talk, Lizzie shares her story â and the tools to help people reject hateful perspectives while embracing self-definition."
50,Happiness by design,"['art', 'design', 'happiness', 'typography', 'graphicdesign']",Graphic designer Stefan Sagmeister takes the audience on a whimsical journey through moments of his life that made him happy -- and notes how many of these moments have to do with good design.
54353,How virtual reality turns students into scientists,"['education', 'student', 'science', 'future', 'teaching', 'children', 'virtualreality', 'oceans', 'marinebiology']","Using low-cost virtual reality, education activist Jessica Ochoa Hendrix helps bring science to life in schools across the US. In this quick talk, she explains how a VR experience she developed invites students to explore underwater ecosystems as if they're marine biologists -- and envision themselves in other careers they might not have otherwise imagined."
658,Life lessons from an ad man,"['advertising', 'business', 'consumerism', 'creativity', 'economics', 'happiness', 'life', 'psychology']","Advertising adds value to a product by changing our perception, rather than the product itself. Rory Sutherland makes the daring assertion that a change in perceived value can be just as satisfying as what we consider ârealâ value -- and his conclusion has interesting consequences for how we look at life."
41338,How I turned my Tourette's tics into art,"['art', 'health', 'personalgrowth', 'society', 'identity']","If you listen to visual artist Jess Thom speak, you'll notice she says the words ""hedgehog"" and ""biscuit"" -- a lot. Thom has Tourette's syndrome, but she doesn't let that stop her from finding humor in her condition and educating people about the disorder. In this funny talk, Thom busts common misconceptions about Tourette's and shows how she's turning her tics into toe-tapping works of art. "
1299,The world's smallest 3D printer,"['tedx', 'design', 'engineering', 'industrialdesign', 'technology']","What could you do with the world's smallest 3D printer? Klaus Stadlmann demos his tiny, affordable printer that could someday make customized hearing aids -- or sculptures smaller than a human hair."
